ac_year,state_code,state_name,district_code,district_name,block_code,block_name,sch_category_id,category_name,sch_mgmt_id,sch_mgmt_name,loc_name,caste_id,pre_primary_boys,pre_primary_girls,class_1_boys,class_2_boys,class_3_boys,class_4_boys,class_5_boys,class_6_boys,class_7_boys,class_8_boys,class_9_boys,class_10_boys,class_11_boys,class_12_boys,class_1_girls,class_2_girls,class_3_girls,class_4_girls,class_5_girls,class_6_girls,class_7_girls,class_8_girls,class_9_girls,class_10_girls,class_11_girls,class_12_girls,caste_name
2016-17,20,Jharkhand,2015,LOHARDAGA,201501,LOHARDAGA,1,"PS (I-V)",5,"Private Unaided (Recognized)",Rural,2,7,8,0,0,1,3,2,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,SC
2016-17,20,Jharkhand,2015,LOHARDAGA,201501,LOHARDAGA,1,"PS (I-V)",5,"Private Unaided (Recognized)",Urban,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,SC
2016-17,20,Jharkhand,2015,LOHARDAGA,201501,LOHARDAGA,1,"PS (I-V)",8,Unrecognized,Rural,2,5,7,1,2,1,2,4,0,0,0,0,0,0,0,5,3,0,0,1,0,0,0,0,0,0,0,SC
2016-17,20,Jharkhand,2015,LOHARDAGA,201502,KISKO,1,"PS (I-V)",8,Unrecognized,Rural,2,3,0,0,3,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,SC
2016-17,20,Jharkhand,2015,LOHARDAGA,201503,SENHA,1,"PS (I-V)",8,Unrecognized,Rural,2,12,12,7,5,0,1,1,0,0,0,0,0,0,0,2,3,3,0,0,0,0,0,0,0,0,0,SC
2016-17,20,Jharkhand,2015,LOHARDAGA,201504,BHANDRA,1,"PS (I-V)",8,Unrecognized,Rural,2,0,0,4,4,1,4,1,0,0,0,0,0,0,0,3,3,1,0,1,0,0,0,0,0,0,0,SC
2016-17,20,Jharkhand,2015,LOHARDAGA,201505,KURU,1,"PS (I-V)",8,Unrecognized,Rural,2,2,1,6,1,2,2,3,2,1,0,0,0,0,0,8,0,0,1,0,1,1,0,0,0,0,0,SC
2016-17,20,Jharkhand,2015,LOHARDAGA,201506,KAIRO,1,"PS (I-V)",8,Unrecognized,Rural,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,SC
2016-17,20,Jharkhand,2015,LOHARDAGA,201501,LOHARDAGA,1,"PS (I-V)",8,Unrecognized,Urban,2,9,2,6,4,8,1,6,0,1,0,0,0,0,0,4,3,2,1,1,0,0,0,1,0,0,0,SC
2016-17,20,Jharkhand,2015,LOHARDAGA,201506,KAIRO,1,"PS (I-V)",98,"Madarsa unrecognized",Rural,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SC
