ac_year,state_code,state_name,district_code,district_name,block_code,block_name,sch_category_id,category_name,sch_mgmt_id,sch_mgmt_name,loc_name,caste_id,pre_primary_boys,pre_primary_girls,class_1_boys,class_2_boys,class_3_boys,class_4_boys,class_5_boys,class_6_boys,class_7_boys,class_8_boys,class_9_boys,class_10_boys,class_11_boys,class_12_boys,class_1_girls,class_2_girls,class_3_girls,class_4_girls,class_5_girls,class_6_girls,class_7_girls,class_8_girls,class_9_girls,class_10_girls,class_11_girls,class_12_girls,caste_name
2016-17,17,Meghalaya,1706,"EAST KHASI HILLS",170602,MYLLIEM,1,"PS (I-V)",5,"Private Unaided (Recognized)",Rural,2,16,9,7,3,6,3,4,0,0,0,0,0,0,0,2,6,3,1,2,0,1,0,0,0,0,0,SC
2016-17,17,Meghalaya,1706,"EAST KHASI HILLS",170603,MAWRYNGKNENG,1,"PS (I-V)",5,"Private Unaided (Recognized)",Rural,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,SC
2016-17,17,Meghalaya,1706,"EAST KHASI HILLS",170605,MAWSYNRAM,1,"PS (I-V)",5,"Private Unaided (Recognized)",Rural,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,SC
2016-17,17,Meghalaya,1706,"EAST KHASI HILLS",170606,"SHELLA BHOLAGANJ",1,"PS (I-V)",5,"Private Unaided (Recognized)",Rural,2,86,75,47,21,26,15,10,0,0,0,0,0,0,0,36,29,22,20,8,0,0,0,0,0,0,0,SC
2016-17,17,Meghalaya,1706,"EAST KHASI HILLS",170607,PYNURSLA,1,"PS (I-V)",5,"Private Unaided (Recognized)",Rural,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,SC
2016-17,17,Meghalaya,1706,"EAST KHASI HILLS",170609,"SHILLONG MUNICIPAL AND CANTT.",1,"PS (I-V)",5,"Private Unaided (Recognized)",Urban,2,8,5,12,2,0,4,4,0,0,0,0,0,0,0,2,0,5,8,3,0,0,0,0,0,0,0,SC
2016-17,17,Meghalaya,1706,"EAST KHASI HILLS",170602,MYLLIEM,1,"PS (I-V)",8,Unrecognized,Rural,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SC
2016-17,17,Meghalaya,1706,"EAST KHASI HILLS",170604,MAWKYNREW,1,"PS (I-V)",8,Unrecognized,Rural,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SC
2016-17,17,Meghalaya,1706,"EAST KHASI HILLS",170609,"SHILLONG MUNICIPAL AND CANTT.",1,"PS (I-V)",8,Unrecognized,Rural,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,SC
2016-17,17,Meghalaya,1706,"EAST KHASI HILLS",170609,"SHILLONG MUNICIPAL AND CANTT.",1,"PS (I-V)",8,Unrecognized,Urban,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,SC
