id,survey_year,state,college_institution,address_line1,address_line2,city,district,pin_code,website,area_in_acre,construct_in_sqmt,year_of_establishment,affiliat_university,other_affiliated_university_id,statutory_body_id,other_statutory_body,year_of_affiliation,location,latitude,longitude,type,autonomous,has_diploma_courses,management,specialized,evening,speciality,other_speciality,girl_exclusive,staff_quarter_available,non_teaching_staff,teaching_staff,total,student_hostel_available,hostel_count
44900,2015,Karnataka,"Canara College of Nursing","prafull enclave, halady road,koteshwar",kundapur,kundapur,Udupi,576222,www.bailureducation.org,8,26795,2004,"Rajiv Gandhi University of Health Sciences, Bangalore",NA,2,NA,2004,R,37.250001,80.250001,"Affiliated College",FALSE,FALSE,"Private Un-Aided",TRUE,FALSE,Nursing,NA,FALSE,FALSE,NA,NA,NA,TRUE,1
417,2015,Gujarat,"BABARIA INSTITUTE OF TECHNOLOGY,VARNAMA,VADODARA 005","VADODARA - MUMBAI NATIONAL HIGHWAY # 8","AT & POST: VARNAMA TA: VADODARA",VADODARA,Vadodara,391240,www.bitseducampus.org,26.32,15307,2004,"Gujarat Technological University, Ahmedbabd",NA,"06,01",NA,2008,R,22.310001,73.160001,"Affiliated College",FALSE,FALSE,"Private Un-Aided",TRUE,FALSE,Technical,NA,FALSE,FALSE,NA,NA,NA,TRUE,2
6101,2015,Gujarat,"Suresh Brahmkumar Bhatt, College of Physiotherapy","V.S. Hospital Campus,","Ellisbridge, PO. Ahmedabad, Ta. Ahmedabad",Ahmedabad,Ahmadabad,380006,www.nhlmmc.edu.in,556.23,941.81,1999,"Gujarat University, Ahmedabad",NA,19,"Indian Association Physiotherapy",1999,U,23.020592,72.571857,"Affiliated College",TRUE,FALSE,"Private Un-Aided",TRUE,FALSE,Physiotherapy,NA,FALSE,FALSE,NA,NA,NA,TRUE,1
41890,2015,Maharashtra,"Gajanan Maharaj Shikshan Prasarak Mandals Sharadchandra Pawar College of Pharmacy,Pune",pune,"DUMBARWADI OTUR TAL JUNNAR",OTUR,Pune,411009,www.gmspm.com,5.2,5669,2004,"Savitribai Phule Pune University",NA,1,NA,2004,R,19.150001,74.581201,"Affiliated College",FALSE,FALSE,"Private Un-Aided",FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,TRUE,2
165,2015,Gujarat,"Sigma Institute of Engineering (SFI) -Barrrol-Ta:Waghodiya Di:Vadodara. 775","AT-PO BAKROL,","AJWA NIMETA ROAD TA : WAGHODIYA",VAODARA,Vadodara,390019,www.sigma.ac.in,10,13232,2009,"Gujarat Technological University, Ahmedbabd",NA,1,NA,2009,R,22.3251682,73.2813307,"Affiliated College",TRUE,FALSE,"Private Aided",TRUE,FALSE,Management,NA,FALSE,FALSE,NA,NA,NA,TRUE,2
437,2015,Gujarat,"Institute of Management, Nirma University","Institute of Management","Nirma University, S. G. Highway, PIN - 382481",Ahmedabad,Ahmadabad,382481,www.nirmauni.ac.in,0,0,1996,"Nirma University, Ahmedabad",NA,19,"Board of Governors, Nirma University",2003,U,NA,NA,"Constituent / University College",FALSE,FALSE,University,TRUE,FALSE,Management,NA,FALSE,FALSE,NA,NA,NA,FALSE,0
18517,2015,Maharashtra,"Adinath Shikshan College, Kamptee","in front of jain mandir","Ranala, kamptee",kamptee,Nagpur,441001,NA,NA,NA,2008,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",NA,3,NA,2008,R,NA,NA,"Affiliated College",FALSE,FALSE,"Local Body",TRUE,FALSE,"Education/Teacher Education",NA,FALSE,FALSE,NA,NA,NA,FALSE,0
6109,2015,Gujarat,"Balaji College of Computer Application","Gangabai Sarwajanik Vidyalaya (Campus)","Opp. Police Station, Chhani ,",Vadodra,Vadodara,391740,www.balajicollege.com,0.5,1200,2001,"SHRI GOVIND GURU UNIVERSITY",131,1,NA,2001,R,22.30001,73.20001,"Affiliated College",FALSE,FALSE,"Private Un-Aided",TRUE,FALSE,Technical,NA,FALSE,FALSE,NA,NA,NA,FALSE,0
11300,2015,"Himachal Pradesh","Vinayaka College Of Pharmacy, Kullu","Village Bahoguna","P.O Garsa","Distt. Kullu",Kullu,175141,www.vinayakapharmacy.com,2.1,3180,2008,"Himachal Pradesh Technical University, Hamirpur",183,6,NA,2008,R,NA,NA,"Affiliated College",TRUE,FALSE,"Local Body",TRUE,FALSE,Pharmacy,NA,FALSE,FALSE,NA,NA,NA,FALSE,0
45870,2015,Maharashtra,"DR D Y PATIL EDUCATIONAL ACADEMYS DR D Y PATIL SCHOOL OF ENGINEERING ACADEMY, AMBI, TALEGAON, PUNE",pune,"AMBI, MIDC ROAD, TALEGAON DABHADE, PUNE",TALEGAON,Pune,410506,www.dyptc.com,11.5,10100,2011,"Savitribai Phule Pune University",NA,6,NA,2011,R,18.7547393,73.6692819,"Affiliated College",FALSE,FALSE,"Private Un-Aided",FALSE,FALSE,NA,NA,FALSE,TRUE,1,1,2,TRUE,2
45915,2015,"Tamil Nadu","VIVEKANANDA DENAL COLLEGE FOR WOMEN (Inst. Code - 265), NAMAKKAL","Elayampalayam,Triuchengode","Namakkal Dist,Tamilnadu",Triuchengode,Namakkal,637205,vivekanandha.ac.in,7,132216.35,2007,"Tamil Nadu Dr. M.G.R. Medical University , Chennai",NA,7,NA,2014,R,11.289001,77.81201,"Affiliated College",FALSE,FALSE,"Private Un-Aided",TRUE,FALSE,Medical-Dental,NA,TRUE,TRUE,20,40,60,TRUE,1
4123,2015,Gujarat,"Dada Dukhayal College of Education","Maitri School Campus","Ward 3/A, city-Adipur, Taluka-Gandhidham",Adipur-370205,Kachchh,370205,www.ddceadipur.org,61642,14375,2004,"Krantiguru Shyamji Krishna Verma Kachchh University, Kachchh",104,3,NA,2004,U,32.230001,72.400001,"Affiliated College",FALSE,FALSE,"Private Un-Aided",TRUE,FALSE,"Education/Teacher Education",NA,FALSE,FALSE,NA,NA,NA,TRUE,2
7157,2015,Gujarat,"Shree H.K. Parekh College of Management","MOTA JADRA ROAD. PAREKH COLLEGE CAMPUS","AS ABOVE","MAHUVA - 364290",Bhavnagar,364290,www.hkpcm.ac.in,5.564,571.95,2007,"Maharaja Krishnakumarsinhji Bhavnagar University",NA,1,NA,2007,U,21.085201,71.758688,"Affiliated College",FALSE,FALSE,"Private Un-Aided",TRUE,FALSE,Management,NA,FALSE,FALSE,NA,NA,NA,FALSE,0
22281,2015,Punjab,"Kabli Mal Ramji Dass Jain College for Women, Malerkotla","near main post office ,Inside delhi gate",NA,Malerkotla,Sangrur,148023,kmrdjancollege.org,2987,1652,1970,"Punjabi University, Patiala",NA,1,NA,1981,U,30.517001,75.883001,"Affiliated College",FALSE,FALSE,"Private Aided",FALSE,FALSE,NA,NA,TRUE,FALSE,NA,NA,NA,FALSE,0
13837,2015,Maharashtra,"Jaslok College of Nursing (B.Sc.), Mumbai","Jaslok Hospital and Research Centre","15, Dr. G. Deshmukh Marg,","Mumbai - 400 026",Mumbai,400026,www.jaslokhospital.net,NA,NA,2006,"Maharashtra University of Health Sciences, Nashik",NA,2,NA,2006,U,NA,NA,"Affiliated College",FALSE,FALSE,"Private Un-Aided",TRUE,FALSE,Nursing,NA,TRUE,FALSE,NA,NA,NA,TRUE,1
36786,2015,Rajasthan,"Mohan Lal Sahewal Smriti Institution 4 B.K.K., Bhujarka","4 B.K.K. RAWATSAR ROAD, NOHAR",NA,NOHAR,Hanumangarh,335523,www.noharb-edcollege.com,2.18639,2906,2008,"Maharaja Ganga Singh University, Bikaner",NA,3,NA,2008,R,29.174841,74.768817,"Affiliated College",FALSE,FALSE,"Private Un-Aided",FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,0
18976,2015,Maharashtra,"Sri Balasaheb Tirpude College of Hotel Management and Catering Technology, Civil lines","1, BALASAHEB TIRPUDE MARG, CIVIL LINES, SADAR",NA,NAGUR,Nagpur,440001,www.tirpudehmct.org,2.7,3860,1994,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",NA,6,NA,1994,U,21.162559,79.070926,"Affiliated College",FALSE,FALSE,"Private Un-Aided",FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,0
352,2015,Gujarat,"Parul Institute of Engineering & Technology-MBA Programme (SFI),Waghodia. 742","P.o.Limda, Ta.Waghodiya",Baroda,Baroda,Vadodara,391760,www.parul.ac.in,40480,15663,2004,"PARUL UNIVERSITY",NA,6,NA,2009,U,22.3001775,73.2319347,"Affiliated College",TRUE,FALSE,"Private Un-Aided",TRUE,FALSE,Management,NA,FALSE,TRUE,2,6,8,TRUE,4
8925,2015,Maharashtra,"200064-A.R.A. COLLEGE OF PHARMACY, DHULE.","312-B,Mumbai- Agra Highway,","Nagaon, Dhule",Dhule,Dhule,424005,www.dcsdhule.org,5.54,6332,1994,"North Maharashtra University, Jalgaon",NA,6,NA,1994,R,20.570001,74.460001,"Affiliated College",FALSE,FALSE,"Private Un-Aided",TRUE,FALSE,Pharmacy,NA,FALSE,FALSE,NA,NA,NA,TRUE,1
6033,2015,Gujarat,"Saraswati B. Ed. College","At &Post-Pethapur,in front of water tank.","Ta & Dist-Gandhinagar",Gandhinagar-382610,Gandhinagar,382610,saraswatibedcollegepethapur.org.in,1,3000,2008,"Gujarat University, Ahmedabad",NA,3,NA,2008,R,NA,NA,"Affiliated College",TRUE,FALSE,"Private Un-Aided",FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,0
10296,2015,Punjab,"Rayat Group of Institutions","V.P.O Railmajra","Tehsil Balachaur","Near Rupnagar","Shahid Bhagat Singh Nagar",145001,www.rieit.ac.in,27,33467,2001,"I K Gujral Punjab Technical University, Jalandhar",NA,6,NA,2001,R,30.59371,76.29065,"Affiliated College",FALSE,FALSE,"Private Un-Aided",TRUE,TRUE,Technical,NA,FALSE,TRUE,25,20,45,TRUE,2
16413,2015,"West Bengal","B M Birla College of Nursing","Bakhrahat Road,P.O-Rasapunja, kolkata-700104",DO,Kolkata,Kolkata,700104,www.birlaheart.org,1.007,4075.1,2003,"The West Bengal University of Health Sciences, Kolkata",NA,2,NA,2003,U,NA,NA,"Affiliated College",FALSE,FALSE,"Private Un-Aided",TRUE,FALSE,Nursing,NA,TRUE,FALSE,NA,NA,NA,TRUE,1
15588,2015,Gujarat,"SHRI MAHAVIR B.ED.COLLEGE-DHANGADHRA","JAGDWA CHOKDI DHRANGADHRA-SURENDRANAGAR HIGHWAY ROAD","OPP.PANJRAPOL TA :- DHRANGADHRA DIST :- SURENDRANAGAR PIN :- 363310","TA.DHRANGADHRA DHRANGADHRA",Surendranagar,363310,www.mahavirbed.org,4,16188,2005,"Saurashtra University, Rajkot",NA,1,NA,2005,R,23.25672,75.25672,"Affiliated College",FALSE,FALSE,"Private Un-Aided",TRUE,FALSE,"Education/Teacher Education",NA,FALSE,FALSE,NA,NA,NA,FALSE,0
582,2015,Gujarat,"J. B. Dharukawal Mahila Arts College","opposite Spinning Mill, Varachha road, Surat",Surat,Surat,Surat,395006,"WWW. jbdharukacollege.org",4.25,3524.7,1994,"Veer Narmad South Gujarat University, Surat",713,1,NA,1994,U,NA,NA,"Affiliated College",FALSE,FALSE,"Private Aided",TRUE,FALSE,Arts,NA,TRUE,FALSE,NA,NA,NA,FALSE,0
50319,2015,Gujarat,"MERCHANT SCIENCE COLLEGE, VISNAGAR","MERCHANT EDUCATION CAMPUS, BASNA","MAHESANA - VISNAGAR HIGHWAY, Ta.: Mehsana","Gadha (BASNA), PIN - 384380",Mahesana,384380,www.msc.ac.in,6,3874.44,2014,"Hemchandracharya North Gujart University, Patan",NA,1,NA,2014,R,22.58464,72.363801,"Affiliated College",FALSE,FALSE,"Private Un-Aided",TRUE,FALSE,Science,NA,FALSE,FALSE,NA,NA,NA,FALSE,0
7382,2015,Maharashtra,"Naigaon Education Society's College of Education, Nagigaon","College Of Education Naigaon,n Dist Nanded.","At.Post Naigaon Tq.Naigaon",Naigaon,Nanded,431709,edunaigaon.org,1.7,520,2004,"Swami Ramanand Teerth Marathwada University, Nanded",427,3,NA,2004,R,18.800001,77.900001,"Affiliated College",FALSE,FALSE,"Local Body",FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,TRUE,1
970,2015,Gujarat,"SMT V.M. CHANDERA ARTS & B.S.W. COLLEGE, LOEJ","AT LOEJ TA MANGROL DIST JUNAGADH","NEAR WATER TENK LOEJ",LOEJ,Junagadh,362225,NA,4,1000,2005,"BHAKTA KAVI NARSINH MEHTA UNIVERSITY",NA,1,NA,2005,R,NA,NA,"Affiliated College",FALSE,FALSE,"Private Un-Aided",FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,0
885,2015,Gujarat,"SMT VMCHANDERA ARTS COLLEGE DIVARANA DHAR","C/O AT LOEJ TA MANGROL DIST JUNAGADH","SMT VMCHANDERA EDUCTION LOEJ","LOEJ TA MANGROL",Junagadh,362240,NA,2,1500,2007,"BHAKTA KAVI NARSINH MEHTA UNIVERSITY",NA,1,NA,2007,R,NA,NA,"Affiliated College",FALSE,FALSE,"Private Un-Aided",TRUE,FALSE,Arts,NA,FALSE,FALSE,NA,NA,NA,FALSE,0
34010,2015,Maharashtra,"Siddhivinayak Shikshan Prasarak Mandals R B B.Ed. College Ram Nagar Rawate Compound Tembe Pada Road Bhandup (East) Mumbai 400 078","Ram Nagar Rawate Compound Ramabai Nagar No.01","Near,Naradas Nagar Naka","Bhandup West","Mumbai Suburban",400078,"R.K.collrgr of education.com",1.5,69,2009,"Mumbai University Mumbai",NA,3,NA,2009,U,NA,NA,"Affiliated College",TRUE,FALSE,"Private Un-Aided",TRUE,FALSE,"Education/Teacher Education",NA,FALSE,FALSE,NA,NA,NA,TRUE,2
8474,2015,Assam,"North East Institute of Management Science. P.O. Jorhat","OPP GATE NO 1 OF RRL JORHAT-6 ASSAM",NA,JORHAT,Jorhat,785006,neimscollege.com,3,101170.141,2002,"Dibrugarh University, Dibrugarh",NA,6,NA,2007,R,26.75001,95.22001,"Affiliated College",FALSE,FALSE,"Private Aided",TRUE,FALSE,"Hotel & Tourism Management",NA,FALSE,FALSE,NA,NA,NA,TRUE,2
848,2015,Gujarat,"R.P.BHALODIYA COMMERCE, MANAGEMTNT & COMPUTER COLLEGE-RAJKOT","7 - MANHAR PLOT, NR. MANGLA ROAD","7 - MANHAR PLOT, NR. MANGLA ROAD",RAJKOT,Rajkot,360002,NA,916,NA,1998,"Saurashtra University, Rajkot",NA,1,NA,1998,U,NA,NA,"Affiliated College",FALSE,FALSE,"Private Un-Aided",FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,0
41961,2015,Maharashtra,"Genba Sopanrao Moze Trusts Genba Sopanrao Moze Adhyapak Mahavidyalaya,Pune","Sr.No.80,Wadmukhwadi -Charoli, Alandi Rd, Pune","Sr.No.80,Wadmukhwadi -Charoli, Alandi Rd, Pune",Charoli,Pune,412105,www.gsmozebed.org,1.97,37665.6,2004,"Savitribai Phule Pune University",335,1,NA,2004,R,18.63854,73.87001,"Affiliated College",FALSE,FALSE,"Private Un-Aided",FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,0
50660,2015,Maharashtra,"SHRIRAM COLLEGE OF AGRICULTURE, PANIV","A/p Paniv Tal-Malshiras Dist- Solapur",NA,Malshiras,Solapur,413113,www.shriramagripaniv.com,125,4000,2013,"Mahatma Phule Krishi Vidyapeeth, Rahuri",NA,14,NA,2013,R,17.84002,74.96001,"Affiliated College",FALSE,FALSE,"Private Un-Aided",FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,TRUE,3
50659,2015,Maharashtra,"SHRIRAM COLLEGE OF AGRICULTURAL ENGINEERING, PANIV","A/p Paniv Tal- malshiras dist- solapur",NA,Malshiras,Solapur,413113,www.shriramagripaniv.com,50,2500,2014,"Mahatma Phule Krishi Vidyapeeth, Rahuri",NA,14,NA,2014,R,17.84002,74.96001,"Affiliated College",FALSE,FALSE,"Private Aided",FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,TRUE,3
11952,2015,"West Bengal","Sanskrit College","1 Bankim Chatterjee Street","Kolkata - 700073",Kolkata,Kolkata,700073,www.sanskritcollege.ac.in,1.1,5976,1824,"Calcutta University, Kolkata",NA,1,NA,1857,U,22.30001,88.32345,"Affiliated College",FALSE,FALSE,"State Government",FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,0
9749,2015,Chhatisgarh,"Govt. Navin College, Sargaon",Principal,"Govt. College Sargaon",Sargaon,Bilaspur,495224,www.gcsargaon.in,5,2000,2010,"BILASPUR VISHWAVIDYALAYA",NA,1,NA,2010,R,22.456587,83.235465,"Affiliated College",FALSE,FALSE,"State Government",FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,0
6446,2015,Gujarat,"Moraraji Desai Institute of Naturopathy and Yogic Sciences","NEAR R.R.PARK,WATER TANK ROAD,VADODARA-390022",NA,"VADODARA , 390022",Vadodara,390022,bmnaturecure.org,65135,1500,2004,"Gujarat Ayurveda University, Jamnagar",NA,5,NA,2004,U,NA,NA,"Recognized Center",FALSE,FALSE,"Private Un-Aided",TRUE,FALSE,Medical-Others,NA,FALSE,TRUE,9,22,31,TRUE,2
6062,2015,Gujarat,"Smt. M. K. Sanghvi Homeopathic Medical College","Opp. Sumeru Navkar Tirth, Amod Road","Miyagam,",Karjan,Vadodara,391240,mldtrust.org,12,4515.88,2008,"SHRI GOVIND GURU UNIVERSITY",NA,12,NA,2008,R,12.121313,NA,"Affiliated College",TRUE,FALSE,"Private Un-Aided",TRUE,FALSE,Medical-Homeopathy,NA,FALSE,TRUE,14,33,47,TRUE,2
9654,2015,Bihar,"Basudev Skt.College,Akbarpur","Vill+Po - AKBARPUR","VIA- ARWAL",PALIGANJ,Patna,804401,NA,3,NA,1964,"Kameshwar Singh Darbhanga Sanskrit Vishwavidyalaya, Darbhanga",NA,1,NA,1976,R,NA,NA,"Affiliated College",FALSE,FALSE,University,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,0
18701,2015,Maharashtra,"Sree Baburaoji Tidke Teachers College, Mauda","AT Mouda Tq Mouda Dist Nagpuras above",Mouda,mouda,Nagpur,440601,NA,2,1,2005,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",NA,3,NA,2005,U,NA,NA,"Affiliated College",FALSE,FALSE,"Private Un-Aided",FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,0
1225,2015,Gujarat,"Natubhai Revabhai Patel B.Ed (Co Ed) College, Karamsad","Sardar Patel High School Campus","Nr.Bus Stand",Karamsad,Anand,388325,NA,0.68,924.71,2008,"Sardar Patel University, Vallabh Vidyanagar",NA,"03,01",NA,2008,R,22.542921,72.90176,"Affiliated College",FALSE,FALSE,"Private Un-Aided",FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,0
820,2015,Gujarat,"JUNAGADH KELVANI MANDAL B.ED.COLLEGE-JUNAGADH","sabalpur chokdi,dhoraji road","near railway crossing",junagadh,Junagadh,362001,www.jkm.edu,2.023,4500,2005,"BHAKTA KAVI NARSINH MEHTA UNIVERSITY",498,3,NA,2005,R,21.34406,70.28061,"Affiliated College",TRUE,FALSE,"Private Un-Aided",TRUE,FALSE,"Education/Teacher Education",NA,FALSE,FALSE,NA,NA,NA,TRUE,2
45279,2015,Gujarat,"GOVERNMENT ARTS COLLEGE, CHOTILA","C/O SHETH J.S.SARKAREE HIGHSCHOOL,NEAR KHANDIPOL",RAMCHOLK,"CHOTILA PN-363520",Surendranagar,363520,WWW.Chotilagovtcollege.Wahgujarati.com,8,2,2011,"Saurashtra University, Rajkot",NA,1,NA,2011,R,23.12345,68.12345,"Affiliated College",FALSE,FALSE,"State Government",TRUE,FALSE,Arts,NA,FALSE,FALSE,NA,NA,NA,FALSE,0
289,2015,Gujarat,"Sigma Institute of Technology & Engg.( Polytechnic) 648","Ajwa Nimeta Roda , Opp. Madhav Nagar ,","Village : Bakrol , Ta. : Waghodia , Dist. : Vadodara",Vadodara,Vadodara,380019,www.sigma.ac.in,5,7674.67,2003,"Gujarat Technological University, Ahmedbabd",NA,6,NA,2008,R,22.3254525,73.281255,"Affiliated College",TRUE,TRUE,"Private Un-Aided",FALSE,TRUE,NA,NA,FALSE,TRUE,35,126,161,TRUE,2
821,2015,Gujarat,"SHRI M.M.GHODASARA MAHILA ARTS & COMM.COLLEGE-JUNAGADH","OPP. MOTIBAUG",JUNAGADH,JUNAGADH,Junagadh,362001,www.mmghodasara.org,4.25,12935,1983,"BHAKTA KAVI NARSINH MEHTA UNIVERSITY",NA,1,NA,1983,U,21.50968,70.45141,"Affiliated College",FALSE,FALSE,"Private Aided",FALSE,FALSE,NA,NA,TRUE,FALSE,NA,NA,NA,TRUE,2
97,2015,Gujarat,"Shri SWAMI ATMANAND SARASWATI INSTITUTE OF TECH., SURAT 076","Shri Swami Atmanand Saraswati Vidya Sankul,Kopodra","VARACHHA ROAD",SURAT,Surat,395006,www.ssasit.org,5.25,12599,2009,"Gujarat Technological University, Ahmedbabd",NA,6,NA,2009,U,21.130001,72.5200001,"Affiliated College",FALSE,FALSE,"Private Un-Aided",TRUE,FALSE,Technical,NA,FALSE,FALSE,NA,NA,NA,FALSE,0
41938,2015,Maharashtra,"Jaywant Shikshan Prarsark Mandals Rajarshi Shahu College of Education Sr.No.80/2, Pune Mumbai Bypass Highway, Tathwade,Pune 411 033","sr. No. 80/2 Pune-Mumbai Byepass Highway, Tayhawade Pune-33",NA,Pune,Pune,411033,www.jspm.Edu.org,14,1576,2008,"Savitribai Phule Pune University",NA,3,NA,2008,U,18.637165,73.743984,"Affiliated College",FALSE,FALSE,"Private Un-Aided",FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,TRUE,2
6648,2015,Gujarat,"MERCHANT COLLEGE OF MANAG STUDI & RESEARCH (BBA)","Merchant College Campas, Opp Dosabhai gurden","Station Road",Visnagar,Mahesana,384315,www.daliyagroup.ac.in,0.85,3475,2008,"Hemchandracharya North Gujart University, Patan",NA,1,NA,2008,R,NA,NA,"Affiliated College",FALSE,FALSE,"Private Un-Aided",FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,TRUE,1
6897,2015,Gujarat,"Maniben M.P.Shah Mahila Arts College, Kadi","Maniben M.P.Shah Mahila Arts College,Opp.:N.C.Desai Petrol Pump,Highway Cross Road",Taluka-KADI-382715,KADI-382715,Mahesana,382715,www.mahilaartskadi.org,10.5,1400,1991,"Hemchandracharya North Gujart University, Patan",131,1,NA,1991,R,23.18001,72.23001,"Affiliated College",FALSE,FALSE,"Private Aided",TRUE,FALSE,Arts,NA,TRUE,FALSE,NA,NA,NA,FALSE,0
48415,2015,Maharashtra,"POTDAR COLLEGE, DHANGARWADI, LATUR ROAD","Padmavati Campus, Dhangarwadi, Latur Road",NA,Nanded,Nanded,431606,NA,NA,NA,2012,"Swami Ramanand Teerth Marathwada University, Nanded",NA,1,NA,2012,R,19.084031,77.254883,"Affiliated College",FALSE,FALSE,"Local Body",FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,0
435,2015,Gujarat,"Institute of Law, Nirma University","Institute of Law","Nirma University, S. G. Highway, PIN - 382481",Ahmedabad,Ahmadabad,382481,www.nirmauni.ac.in,0,0,2007,"Nirma University, Ahmedabad",NA,10,NA,2007,U,NA,NA,"Constituent / University College",FALSE,FALSE,University,TRUE,FALSE,Law,NA,FALSE,FALSE,NA,NA,NA,FALSE,0
5792,2015,Gujarat,"Shri Tejendraprasadji Swaminarayan Arts College","At& Po: Kothamba Ta: Lunawada",District:Panchmahals,Kothamba,"Panch Mahals",389230,NA,NA,972.11,1994,"SHRI GOVIND GURU UNIVERSITY",NA,1,NA,1994,R,NA,NA,"Affiliated College",FALSE,FALSE,"Private Aided",TRUE,FALSE,Arts,NA,FALSE,FALSE,NA,NA,NA,FALSE,0
262,2015,Gujarat,"SHREE KRISHNA INSTITUTE OF PHARMACY, SHANKHALPUR 255","RATNAMANI EDUCATION CAMPUS","BECHRAJI- SHANKHALPUR ROAD, SHANKHALPUR",BECHRAJI,Mahesana,384210,WWW.SKIP.ORG.IN,5.23,5141,2007,"Gujarat Technological University, Ahmedbabd",NA,"09,06",NA,2008,R,23.515201,72.036647,"Affiliated College",TRUE,FALSE,"Private Un-Aided",TRUE,FALSE,Pharmacy,NA,FALSE,FALSE,NA,NA,NA,TRUE,2
184,2015,Gujarat,"H. B. Patel Institute of Diploma Engineering & Technology, Limbodara, Lunavada 676","At & Post : Limbodara, Nr.Mahi River Bridge, Modasa Highway","Ta : Lunawada, Dist : Mahisagar",Lunawada,Gandhinagar,389230,hbpateldiplomacollege.org,5.08,8000,2010,"Gujarat Technological University, Ahmedbabd",NA,"01,06",NA,2010,R,23.11882,73.58647,"Affiliated College",FALSE,TRUE,"Private Un-Aided",TRUE,FALSE,"Engineering & Technology",NA,FALSE,FALSE,NA,NA,NA,TRUE,1
45940,2015,Gujarat,"Government Arts College, Kaprada, Valsad","At.- Kaprada, Near Water Tank, School Street","Ta.- Kaprada","Kaprada - 396065",Valsad,396065,NA,8,10000,2012,"Veer Narmad South Gujarat University, Surat",NA,1,NA,2012,R,20.5382646,73.1447807,"Affiliated College",FALSE,FALSE,"State Government",TRUE,FALSE,Arts,NA,FALSE,FALSE,NA,NA,NA,FALSE,0
50182,2015,"Uttar Pradesh","KASHIRAM RATIRAM MAHAVIDYALAYA, UMARPUR",umarpur,NA,NA,"Kanpur Dehat",207912,NA,NA,NA,2014,"Chatrapati Sahuji Maharaj Kanpur University, Kanpur",NA,1,NA,NA,R,NA,NA,"Affiliated College",FALSE,FALSE,"Private Un-Aided",FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,0
28085,2015,Haryana,"Ganga Institute of Architecture & Town Planning Village","Bahadurgarh-Jhajjar Road","Village - Kablana",NA,Jhajjar,124103,www.architectureganga.com,3.6,4170,2011,"Maharshi Dayanand University, Rohtak",NA,8,NA,2011,R,28.62001,76.65001,"Affiliated College",FALSE,FALSE,"Private Un-Aided",TRUE,FALSE,Architecture,NA,FALSE,FALSE,NA,NA,NA,TRUE,2
11000,2015,Maharashtra,"R.B.Madkholkar College, CHANDGAD","College Road","College Road",Chandgad,Kolhapur,416509,www.rbmcollege.ac.in,4.5,1115.65,1998,"Shivaji University, Kolhapur",NA,1,NA,1998,R,15.56001,74.12001,"Affiliated College",FALSE,FALSE,"Local Body",FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,0
48614,2015,Maharashtra,"PEOPLES EMPOWERMENT GROUPS ISB&M SCHOOL OF TECHNOLOGY, NANDE VILLAGE, MULSHI","Sr. No. 44/1, 44/1/2, Nande Village,Pashan Sus Road, Tal-Khed, Dist-Pune",NA,Pune,Pune,412115,www.isbmsot.org,10,8265,2010,"Savitribai Phule Pune University",NA,6,NA,2010,R,18.544811,73.7324439,"Affiliated College",FALSE,FALSE,"Private Un-Aided",FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,TRUE,2
403,2015,Gujarat,"Sigma Polytechnic 642","BLOCK NO. 39/B, VILLAGE : BAKROL,AJWA NIMETA ROAD,OPP.MADHAV NAGAR","TALUKA : WAGHODIA-390019",VADODARA,Vadodara,390019,http://www.sigma.ac.in,5,12167,2005,"Gujarat Technological University, Ahmedbabd",NA,"06,01",NA,2005,R,22.308215,73.256439,"Affiliated College",FALSE,TRUE,"Private Un-Aided",TRUE,FALSE,Technical,NA,FALSE,TRUE,3,1,4,TRUE,2
